width;length;MT
23;905;-1
23;905;2409
68;603;-1
68;603;-1
68;603;1343
23;1207;-1
23;1207;4126
90;302;-1
79;302;2003
90;302;2032
57;302;751
45;603;1811
57;1207;2680
79;1207;1281
90;603;1001
23;905;-1
23;905;2250
79;905;969
102;905;1064
79;603;531
57;603;781
68;302;128
45;1207;2246
34;1207;-1
34;1207;-1
34;1207;2436
57;1207;1375
68;1207;1561
79;1207;1126
79;603;552
90;302;469
102;905;897
68;905;625
23;302;1031
34;302;470
102;302;375
90;1207;1750
79;1207;1143
90;302;343
45;1207;-1
45;1207;1411
68;302;588
68;302;219
79;302;344
34;302;438
34;603;1157
68;302;343
79;302;407
68;302;626
79;603;970
23;905;1875
79;905;1219
102;905;686
57;1207;-1
57;1207;1573
45;603;781
57;302;493
102;302;469
57;603;807
68;1207;1218
90;905;-1
90;905;1372
45;603;780
45;603;852
57;603;780
102;603;847
90;302;316
34;302;407
90;302;355
23;603;812
45;905;1281
45;905;1000
34;302;719
102;603;781
102;302;219
102;905;1372
57;302;219
57;603;843
57;603;782
90;905;969
45;302;219
90;603;710
68;603;781
68;905;780
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;9827
23;1207;-1
23;1207;8626
68;905;-1
68;905;1468
68;1207;2437
23;905;-1
23;905;-1
23;905;-1
23;905;9219
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;4406
23;603;-1
23;603;-1
23;603;-1
23;603;-1
23;603;-1
23;603;-1
23;603;4625
79;603;782
23;905;-1
23;905;-1
23;905;4092
90;905;1352
68;905;750
79;302;343
79;905;854
79;905;655
34;302;743
45;302;437
57;1207;-1
57;1207;-1
57;1207;2095
23;1207;8187
45;905;1217
79;603;1064
68;1207;2125
34;1207;4890
34;1207;-1
34;1207;-1
34;1207;3155
34;1207;-1
34;1207;2094
23;603;-1
23;603;3135
23;302;1532
57;905;-1
57;905;2219
79;302;250
68;1207;1374
23;302;1993
57;302;312
23;603;1312
45;302;312
90;905;1190
102;905;561
90;1207;969
79;905;688
102;302;125
34;603;750
45;905;686
102;302;218
34;905;937
34;905;1031
68;905;531
34;603;875
68;603;438
45;603;594
68;603;533
79;1207;969
57;905;495
57;302;125
45;1207;1187
57;1207;969
90;603;317
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;9563
102;603;939
45;905;-1
45;905;2125
45;1207;1844
102;603;470
23;603;-1
23;603;2624
34;905;2218
102;603;562
34;603;1125
90;1207;1749
90;603;374
90;603;374
23;302;221
79;1207;594
45;1207;670
45;302;188
90;905;344
45;302;125
34;905;750
57;905;530
90;1207;407
34;603;-1
34;603;562
68;603;250
57;905;405
102;1207;156
90;1207;-1
90;1207;531
23;302;125
57;905;407
102;1207;469
34;905;-1
34;905;689
102;1207;593
102;1207;416
102;1207;502
